KO,growth
ROX1,1.05593756541
RPA12,0.834407882181
RPA14,0.748357646602
RPA49,0.703511270309
RPB9,0.724146017851
RPD3,0.97551024781
RPI1,0.912042789608
RPN10,0.78980283616
RPN14,0.973415056694
RPN4,0.664023705619
RRD1,0.892832401566
RRI1,1.03206768398
RRI2,1.00088534947
RRM3,0.909360157555
RRP6,0.833344053989
RRP8,0.726797624285
RRT14,0.93082827013
RSA1,0.61805658049
RSA3,0.881848174327
RSC1,0.58428030613
RTF1,0.792614989876
RTG3,0.4217172570565
RTR2,0.986473225681
RTS1,0.767687647646
RTS3,1.01147251711
RTT102,0.942589591749
RTT103,0.836853988527
RTT106,0.913300969215
RTT107,0.886213229966
RXT2,1.01166127264
RXT3,1.09166353707
SAC3,0.5239972532025
SAF1,1.02072077988
SAK1,0.960993678206
SAM1,0.855644095034
SAN1,1.01372771845
SAP155,0.744056607477
SAP185,1.01650287609
SAP190,0.853566303671
SAP30,0.882176433254
SAP4,0.938543442226
SAS2,0.952365202501
SAS4,0.964324103146
SAS5,1.00354793902
SAT4,0.696035361958
SCP160,0.726813266464
SCS2,0.998240914051
SCY1,1.01364170521
SDC1,0.939444206722
SDP1,0.96283778015
SDS3,1.05937841616
SEF1,0.948798719685
SEH1,0.810121472619
SEM1,0.635316975458
SET3,0.923732383095
SET4,1.00552464776
SFB2,1.00231260256
SFG1,0.998561799969
SGF11,0.828692007474
SGF29,0.653413124456
SGF73,0.706817674476
SGN1,1.03086726203
SGS1,0.888818219497
SGT2,0.978262960987
SHE2,1.0313120251
SHG1,0.785891256117
SHU1,0.839567123127
SIF2,0.916032052054
SIM1,0.937151919099
SIN3,0.815806530105
SIP1,0.985404784146
SIP2,0.869870717735
SIP3,0.988279670007
SIP4,1.01995686455
SIR2,1.0064759885
SIR3,1.01232979989
SIR4,1.00479029811
SIS2,0.965632126023
SIW14,0.772528299223
SIZ1,1.00846156925
SKI2,0.899687460617
SKI3,0.867953785758
SKM1,1.09397420148
SKN7,0.899918939482
SKO1,0.991949155164
SKP2,0.539458520478
SKY1,0.653455181456
SLF1,0.921523759318
SLK19,0.997343565277
SLT2,0.744511097391
SLX1,1.01899875381
SLX4,0.980296254346
SLX5,0.917773203035
SLX8,0.852371831163
SLX9,0.711873867082
SMI1,0.740531595846
SMK1,1.00305220265
SML1,0.821867192011
SMP1,0.922432913902
SNF1,0.682613305943
SNF11,0.998011332293
SNF2,0.715319080937
SNF3,0.977223761239
SNF4,0.765806903711
SNF5,0.763499366298
SNF7,0.730518298465
SNL1,1.00721322955
SNT1,0.978265886227
